,State,County,Latitude,Longitude
2418,South Dakota,Sully,44.71558,-100.1322
2419,South Dakota,Todd,43.19337,-100.71841
2420,South Dakota,Tripp,43.34587,-99.884
2421,South Dakota,Turner,43.31087,-97.14866
2422,South Dakota,Union,42.52722,-96.48309
2423,South Dakota,Walworth,45.54999,-100.40041
2424,South Dakota,Yankton,42.91639,-97.38589
2425,South Dakota,Ziebach,44.98041,-101.66586
2426,Tennessee,Anderson,36.01036,-84.26964
2427,Tennessee,Bedford,35.48341,-86.46027
2428,Tennessee,Benton,36.06978,-88.06827
2429,Tennessee,Bledsoe,35.59642,-85.20516
2430,Tennessee,Blount,35.75647,-83.97046
2431,Tennessee,Bradley,35.15952,-84.87661
2432,Tennessee,Campbell,36.40351,-84.14938
2433,Tennessee,Cannon,35.80868,-86.06174
2434,Tennessee,Carroll,35.97317,-88.45026
2435,Tennessee,Carter,36.34872,-82.21069
2436,Tennessee,Cheatham,36.26117,-87.08678
2437,Tennessee,Chester,35.42175,-88.61346
2438,Tennessee,Claiborne,36.48585,-83.66042
2439,Tennessee,Clay,36.55116,-85.54386
2440,Tennessee,Cocke,35.96704,-83.18766
2441,Tennessee,Coffee,35.39871,-86.0785
2442,Tennessee,Crockett,35.81354,-89.13953
2443,Tennessee,Cumberland,35.94896,-85.0269
2444,Tennessee,Davidson,36.16589,-86.78444
2445,Tennessee,Decatur,35.60302,-88.10877
2446,Tennessee,DeKalb,35.97986,-85.83275
2447,Tennessee,Dickson,36.077,-87.38779
2448,Tennessee,Dyer,36.03452,-89.38563
2449,Tennessee,Fayette,35.19708,-89.41437
2450,Tennessee,Fentress,36.38049,-84.93246
2451,Tennessee,Franklin,35.92506,-86.86889
2452,Tennessee,Gibson,35.99661,-88.93262
2453,Tennessee,Giles,35.20215,-87.03478
2454,Tennessee,Grainger,36.27625,-83.50962
2455,Tennessee,Greene,36.16316,-82.83099
2456,Tennessee,Grundy,35.38837,-85.72258
2457,Tennessee,Hamblen,36.21398,-83.29489
2458,Tennessee,Hamilton,35.04563,-85.30968
2459,Tennessee,Hancock,36.52365,-83.22183
2460,Tennessee,Hardeman,35.20687,-88.99308
2461,Tennessee,Hardin,35.19868,-88.18448
2462,Tennessee,Hawkins,36.44117,-82.94468
2463,Tennessee,Haywood,35.58322,-89.28384
2464,Tennessee,Henderson,35.65426,-88.38799
2465,Tennessee,Henry,36.34034,-88.38002
2466,Tennessee,Hickman,35.83603,-87.44496
2467,Tennessee,Houston,36.28597,-87.71704
2468,Tennessee,Humphreys,36.04082,-87.77563
2469,Tennessee,Jackson,35.61452,-88.81395
2470,Tennessee,Jefferson,36.05099,-83.44631
2471,Tennessee,Johnson,36.31344,-82.35347
2472,Tennessee,Knox,35.96064,-83.92074
2473,Tennessee,Lake,36.36507,-89.40368
2474,Tennessee,Lauderdale,35.76101,-89.63144
2475,Tennessee,Lawrence,35.21727,-87.39559
2476,Tennessee,Lewis,35.52728,-87.4931
2477,Tennessee,Lincoln,35.05836,-86.56608
2478,Tennessee,Loudon,35.7973,-84.25603
2479,Tennessee,McMinn,35.39853,-84.56008
2480,Tennessee,McNairy,35.17545,-88.56364
2481,Tennessee,Macon,36.53203,-86.00727
2482,Tennessee,Madison,35.61452,-88.81395
2483,Tennessee,Marion,35.12935,-85.62203
2484,Tennessee,Marshall,35.46886,-86.76502
2485,Tennessee,Maury,35.61507,-87.03528
2486,Tennessee,Meigs,35.51283,-84.81339
2487,Tennessee,Monroe,35.44265,-84.25279
2488,Tennessee,Montgomery,36.52977,-87.35945
2489,Tennessee,Moore,35.28462,-86.35877
2490,Tennessee,Morgan,36.13502,-84.6492
2491,Tennessee,Obion,36.38259,-88.9829
2492,Tennessee,Overton,36.345,-85.28808
2493,Tennessee,Perry,35.64263,-87.85897
2494,Tennessee,Pickett,36.55841,-85.07499
2495,Tennessee,Polk,35.1199,-84.5233
2496,Tennessee,Putnam,36.16284,-85.50164
2497,Tennessee,Rhea,35.60871,-84.9244
2498,Tennessee,Roane,35.84786,-84.52324
2499,Tennessee,Robertson,36.52546,-86.87057
2500,Tennessee,Rutherford,35.84562,-86.39027
2501,Tennessee,Scott,36.42854,-84.50352
2502,Tennessee,Sequatchie,35.37115,-85.41059
2503,Tennessee,Sevier,35.86815,-83.56184
2504,Tennessee,Shelby,35.14953,-90.04898
2505,Tennessee,Smith,36.25053,-85.95671
2506,Tennessee,Stewart,36.5011,-87.83846
2507,Tennessee,Sullivan,36.54843,-82.56182
2508,Tennessee,Sumner,36.30477,-86.62
2509,Tennessee,Tipton,35.49687,-89.75924
2510,Tennessee,Trousdale,36.39204,-86.15675
2511,Tennessee,Unicoi,36.11082,-82.43224
2512,Tennessee,Union,35.20453,-89.87398
2513,Tennessee,Van Buren,35.69598,-85.45261
2514,Tennessee,Warren,35.70343,-85.84002
2515,Tennessee,Washington,36.31344,-82.35347
2516,Tennessee,Wayne,35.23992,-87.78801
2517,Tennessee,Weakley,36.3434,-88.85034
2518,Tennessee,White,35.92635,-85.45518
2519,Tennessee,Williamson,35.92506,-86.86889
2520,Tennessee,Wilson,36.20811,-86.2911
2521,Texas,Anderson,31.76212,-95.63079
2522,Texas,Andrews,32.30503,-102.63781
2523,Texas,Angelina,31.33824,-94.7291
2524,Texas,Aransas,28.08995,-97.04492
2525,Texas,Archer,33.61525,-98.68765
2526,Texas,Armstrong,34.96493,-101.3574
2527,Texas,Atascosa,28.89352,-98.52713
2528,Texas,Austin,30.26715,-97.74306
2529,Texas,Bailey,34.06852,-102.82987
2530,Texas,Bandera,29.74721,-99.24624
2531,Texas,Bastrop,30.10361,-97.31201
2532,Texas,Baylor,33.61649,-99.21351
2533,Texas,Bee,28.40095,-97.74974
2534,Texas,Bell,31.11712,-97.7278
2535,Texas,Bexar,29.42412,-98.49363
2536,Texas,Blanco,30.26638,-98.39987
2537,Texas,Borden,32.74369,-101.43175
2538,Texas,Bosque,31.9004,-97.63435
2539,Texas,Bowie,33.42513,-94.04769
2540,Texas,Brazoria,29.56357,-95.28605
2541,Texas,Brazos,30.62798,-96.33441
2542,Texas,Brewster,30.35862,-103.66206
2543,Texas,Briscoe,34.53026,-101.20859
2544,Texas,Brooks,27.03157,-98.21872
2545,Texas,Brown,31.79376,-98.95672
2546,Texas,Burleson,30.49248,-96.62146
2547,Texas,Burnet,30.7883,-98.18245
2548,Texas,Caldwell,29.83712,-97.62
2549,Texas,Calhoun,28.43911,-96.61507
2550,Texas,Callahan,32.29766,-99.37349
2551,Texas,Cameron,25.90175,-97.49748
2552,Texas,Camp,32.97322,-94.97848
2553,Texas,Carson,35.40351,-101.35418
2554,Texas,Cass,33.07754,-94.34359
2555,Texas,Castro,34.52996,-102.26167
2556,Texas,Chambers,29.70826,-94.67138
2557,Texas,Cherokee,31.87077,-95.21724
2558,Texas,Childress,34.43367,-100.28845
2559,Texas,Clay,33.78553,-98.2085
2560,Texas,Cochran,33.60414,-102.82846
2561,Texas,Coke,31.88853,-100.52991
2562,Texas,Coleman,31.84424,-99.40785
2563,Texas,Collin,33.01984,-96.69889
2564,Texas,Collingsworth,34.96488,-100.27007
2565,Texas,Colorado,29.62082,-96.52628
2566,Texas,Comal,29.703,-98.12445
2567,Texas,Comanche,31.94798,-98.55826
2568,Texas,Concho,31.3265,-99.86396
2569,Texas,Cooke,33.62594,-97.13335
2570,Texas,Coryell,31.43516,-97.74391
2571,Texas,Cottle,34.07765,-100.27874
2572,Texas,Crane,31.4285,-102.51557
2573,Texas,Crockett,30.72298,-101.41215
2574,Texas,Crosby,33.61462,-101.29996
2575,Texas,Culberson,31.44716,-104.51742
2576,Texas,Dallam,36.27789,-102.60222
2577,Texas,Dallas,32.78306,-96.80667
2578,Texas,Dawson,32.74253,-101.94768
2579,Texas,Deaf Smith,34.96602,-102.60494
2580,Texas,Delta,33.38629,-95.67227
2581,Texas,Denton,33.21484,-97.13307
2582,Texas,DeWitt,29.08208,-97.35678
2583,Texas,Dickens,33.61661,-100.77886
2584,Texas,Dimmit,28.42254,-99.75673
2585,Texas,Donley,34.96542,-100.81399
2586,Texas,Duval,27.68133,-98.50891
2587,Texas,Eastland,32.32707,-98.83232
2588,Texas,Ector,31.84568,-102.36764
2589,Texas,Edwards,29.98263,-100.30474
2590,Texas,Ellis,32.38653,-96.84833
2591,Texas,El Paso,31.75872,-106.48693
2592,Texas,Erath,32.2207,-98.20226
2593,Texas,Falls,33.91371,-98.49339
2594,Texas,Fannin,33.59381,-96.10683
2595,Texas,Fayette,29.87679,-96.91976
2596,Texas,Fisher,32.74282,-100.40217
2597,Texas,Floyd,34.07242,-101.30323
2598,Texas,Foard,33.97462,-99.77798
2599,Texas,Fort Bend,29.61968,-95.63495
2600,Texas,Franklin,33.17555,-95.21842
2601,Texas,Freestone,31.70489,-96.14909
2602,Texas,Frio,28.86782,-99.10827
2603,Texas,Gaines,32.74073,-102.63518
2604,Texas,Galveston,29.30135,-94.7977
2605,Texas,Garza,33.17988,-101.29842
2606,Texas,Gillespie,30.2752,-98.87198
2607,Texas,Glasscock,31.86946,-101.5208
2608,Texas,Goliad,28.6571,-97.42649
2609,Texas,Gonzales,29.45673,-97.49252
2610,Texas,Gray,35.53616,-100.95987
2611,Texas,Grayson,33.63566,-96.60888
2612,Texas,Gregg,32.5007,-94.74049
2613,Texas,Grimes,30.54347,-95.9855
2614,Texas,Guadalupe,29.56884,-97.96473
2615,Texas,Hale,34.17214,-101.70897
2616,Texas,Hall,34.53078,-100.68113
2617,Texas,Hamilton,31.7048,-98.11073
2618,Texas,Hansford,36.27745,-101.35454
2619,Texas,Hardeman,34.29029,-99.74572
2620,Texas,Hardin,30.26577,-94.19963
2621,Texas,Harris,29.76328,-95.36327
2622,Texas,Harrison,32.54487,-94.36742
2623,Texas,Hartley,36.02226,-102.5477
2624,Texas,Haskell,33.17823,-99.7303
2625,Texas,Hays,29.88327,-97.94139
2626,Texas,Hemphill,35.83757,-100.27047
2627,Texas,Henderson,32.20487,-95.85552
2628,Texas,Hidalgo,26.20341,-98.23001
2629,Texas,Hill,32.58847,-96.95612
2630,Texas,Hockley,33.60764,-102.3432
2631,Texas,Hood,32.42993,-97.83227
2632,Texas,Hopkins,33.13845,-95.60107
2633,Texas,Houston,29.76328,-95.36327
2634,Texas,Howard,32.2504,-101.47874
2635,Texas,Hudspeth,31.45618,-105.38646
2636,Texas,Hunt,33.13845,-96.11081
2637,Texas,Hutchinson,35.66782,-101.39739
2638,Texas,Irion,31.30392,-100.98242
2639,Texas,Jack,33.23346,-98.17246
2640,Texas,Jackson,28.95424,-96.57768
2641,Texas,Jasper,30.35493,-94.07268
2642,Texas,Jeff Davis,30.71548,-104.14002
2643,Texas,Jefferson,30.08605,-94.10185
2644,Texas,Jim Hogg,27.0434,-98.69731
2645,Texas,Jim Wells,27.75225,-98.06972
2646,Texas,Johnson,32.54208,-97.32085
2647,Texas,Jones,32.7399,-99.87874
2648,Texas,Karnes,28.90574,-97.8594
2649,Texas,Kaufman,32.73596,-96.27526
2650,Texas,Kendall,29.94469,-98.71156
2651,Texas,Kenedy,26.92802,-97.63646
2652,Texas,Kent,33.18142,-100.77757
2653,Texas,Kerr,30.04743,-99.14032
2654,Texas,Kimble,30.48678,-99.7487
2655,Texas,King,33.61648,-100.25585
2656,Texas,Kinney,29.35021,-100.41795
2657,Texas,Kleberg,27.51587,-97.85611
2658,Texas,Knox,33.60613,-99.74143
2659,Texas,Lamar,33.66094,-95.55551
2660,Texas,Lamb,34.06862,-102.35171
2661,Texas,Lampasas,31.19619,-98.24145
2662,Texas,La Salle,28.34507,-99.09966
2663,Texas,Lavaca,29.38435,-96.93015
2664,Texas,Lee,30.31068,-96.9657
2665,Texas,Leon,31.29651,-95.99569
2666,Texas,Liberty,30.04661,-94.8852
2667,Texas,Limestone,31.54546,-96.58053
2668,Texas,Lipscomb,36.27771,-100.27312
2669,Texas,Live Oak,28.35137,-98.12479
2670,Texas,Llano,30.70574,-98.6841
2671,Texas,Loving,31.84923,-103.57996
2672,Texas,Lubbock,33.57786,-101.85517
2673,Texas,Lynn,33.17682,-101.81612
2674,Texas,McCulloch,31.19887,-99.34748
2675,Texas,McLennan,31.54933,-97.14667
2676,Texas,McMullen,28.35269,-98.56784
2677,Texas,Madison,30.96554,-95.92841
2678,Texas,Marion,32.79798,-94.35722
2679,Texas,Martin,32.30603,-101.95122
2680,Texas,Mason,30.71772,-99.22613
2681,Texas,Matagorda,28.78565,-96.00398
2682,Texas,Maverick,28.70914,-100.49952
2683,Texas,Medina,29.3557,-99.11013
2684,Texas,Menard,30.88978,-99.82064
2685,Texas,Midland,31.99735,-102.07791
2686,Texas,Milam,30.78634,-96.97685
2687,Texas,Mills,31.49519,-98.59546
2688,Texas,Mitchell,32.30621,-100.92123
2689,Texas,Montague,33.67563,-97.72465
2690,Texas,Montgomery,30.31188,-95.45605
2691,Texas,Moore,35.83769,-101.89292
2692,Texas,Morris,33.11348,-94.73265
2693,Texas,Motley,34.07409,-100.77983
2694,Texas,Nacogdoches,31.60351,-94.65549
2695,Texas,Navarro,32.09543,-96.46887
2696,Texas,Newton,30.78631,-93.74474
2697,Texas,Nolan,32.30349,-100.40605
2698,Texas,Nueces,27.80058,-97.39638
2699,Texas,Ochiltree,36.27841,-100.81565
2700,Texas,Oldham,35.40502,-102.60287
2701,Texas,Orange,30.09299,-93.73655
2702,Texas,Palo Pinto,32.80846,-98.11282
2703,Texas,Panola,32.16236,-94.30565
2704,Texas,Parker,32.7593,-97.79725
2705,Texas,Parmer,34.5301,-102.78452
2706,Texas,Pecos,30.78106,-102.72357
2707,Texas,Polk,30.79272,-94.83002
2708,Texas,Potter,35.222,-101.8313
2709,Texas,Presidio,29.9998,-104.24052
2710,Texas,Rains,32.87034,-95.79338
2711,Texas,Randall,35.16957,-101.82835
2712,Texas,Reagan,31.36619,-101.52301
2713,Texas,Real,29.83174,-99.82217
2714,Texas,Red River,33.62068,-95.05036
2715,Texas,Reeves,31.32318,-103.69317
2716,Texas,Refugio,28.32158,-97.15952
2717,Texas,Roberts,35.83849,-100.81344
2718,Texas,Robertson,31.02704,-96.51279
2719,Texas,Rockwall,32.93123,-96.45971
2720,Texas,Runnels,31.8311,-99.97623
2721,Texas,Rusk,32.15322,-94.79938
2722,Texas,Sabine,31.3432,-93.8518
2723,Texas,San Augustine,31.39422,-94.16819
2724,Texas,San Jacinto,30.57953,-95.1669
2725,Texas,San Patricio,27.87725,-97.32388
2726,Texas,San Saba,31.1552,-98.81758
2727,Texas,Schleicher,30.89745,-100.53855
2728,Texas,Scurry,32.71789,-100.91762
2729,Texas,Shackelford,32.73597,-99.35407
2730,Texas,Shelby,31.79241,-94.14502
2731,Texas,Sherman,36.27771,-101.89348
2732,Texas,Smith,32.35126,-95.30106
2733,Texas,Somervell,32.22229,-97.77434
2734,Texas,Starr,26.56215,-98.7384
2735,Texas,Stephens,32.73586,-98.83617
2736,Texas,Sterling,31.82788,-101.05001
2737,Texas,Stonewall,33.17912,-100.25331
2738,Texas,Sutton,30.49829,-100.53819
2739,Texas,Swisher,34.53039,-101.73503
2740,Texas,Tarrant,32.73569,-97.10807
2741,Texas,Taylor,32.44874,-99.73314
2742,Texas,Terrell,30.22496,-102.07649
2743,Texas,Terry,33.17381,-102.3352
2744,Texas,Throckmorton,33.17749,-99.21237
2745,Texas,Titus,33.15679,-94.96827
2746,Texas,Tom Green,31.46377,-100.43704
2747,Texas,Travis,30.26715,-97.74306
2748,Texas,Trinity,31.08882,-95.13551
2749,Texas,Tyler,32.35126,-95.30106
2750,Texas,Upshur,32.73628,-94.94148
2751,Texas,Upton,31.36873,-102.04304
2752,Texas,Uvalde,29.20968,-99.78617
2753,Texas,Val Verde,29.36273,-100.89676
2754,Texas,Van Zandt,32.56372,-95.83651
2755,Texas,Victoria,28.80527,-97.0036
2756,Texas,Walker,30.72353,-95.55078
2757,Texas,Waller,30.01081,-95.98765
2758,Texas,Ward,31.50947,-103.10243
2759,Texas,Washington,30.16688,-96.39774
2760,Texas,Webb,27.50641,-99.50754
2761,Texas,Wharton,29.25417,-96.15417
2762,Texas,Wheeler,35.40128,-100.26965
2763,Texas,Wichita,33.91371,-98.49339
2764,Texas,Wilbarger,34.08072,-99.24108
2765,Texas,Willacy,26.47701,-97.59182
2766,Texas,Williamson,30.50826,-97.6789
2767,Texas,Wilson,29.17401,-98.08657
2768,Texas,Winkler,31.78255,-103.1951
2769,Texas,Wise,33.2159,-97.65445
2770,Texas,Wood,32.78641,-95.38206
2771,Texas,Yoakum,33.17297,-102.8278
2772,Texas,Young,33.35149,-98.81731
2773,Texas,Zapata,27.00078,-99.16861
2774,Texas,Zavala,28.86621,-99.7606
2775,Utah,Beaver,38.42663,-113.01246
2776,Utah,Box Elder,41.51021,-112.0155
2777,Utah,Cache,41.73549,-111.83439
2778,Utah,Carbon,39.60969,-110.75349
2779,Utah,Daggett,40.88727,-109.50765
2780,Utah,Davis,41.06022,-111.97105
2781,Utah,Duchesne,40.29751,-110.42476
2782,Utah,Emery,38.99677,-110.70067
2783,Utah,Garfield,37.85492,-111.44313
2784,Utah,Grand,38.98174,-109.56971
2785,Utah,Iron,37.67748,-113.06189
2786,Utah,Juab,39.70262,-112.78477
2787,Utah,Kane,37.28507,-111.88785
2788,Utah,Millard,39.07381,-113.10046
2789,Utah,Morgan,41.08932,-111.57312
2790,Utah,Piute,38.33645,-112.12695
2791,Utah,Rich,41.63232,-111.24445
2792,Utah,Salt Lake,40.76078,-111.89105
2793,Utah,San Juan,37.58303,-109.48329
2794,Utah,Sanpete,39.54691,-111.45547
2795,Utah,Sevier,38.74764,-111.80464
2796,Utah,Summit,40.64606,-111.49797
2797,Utah,Tooele,40.59994,-112.4644
2798,Utah,Uintah,40.45552,-109.52875
2799,Utah,Utah,40.23384,-111.65853
2800,Utah,Wasatch,40.33035,-111.16847
2801,Utah,Washington,37.10415,-113.58412
2802,Utah,Wayne,38.41376,-110.69762
2803,Utah,Weber,41.223,-111.97383
2804,Vermont,Addison,44.16728,-73.25401
2805,Vermont,Bennington,42.87813,-73.19677
2806,Vermont,Caledonia,44.57103,-72.01649
2807,Vermont,Chittenden,44.47588,-73.21207
2808,Vermont,Essex,44.49061,-73.11096
2809,Vermont,Franklin,44.85748,-72.912
2810,Vermont,Grand Isle,44.79683,-73.29483
2811,Vermont,Lamoille,44.53734,-72.61528
2812,Vermont,Orange,43.92507,-72.66594
2813,Vermont,Orleans,44.88856,-72.22526
2814,Vermont,Rutland,43.61062,-72.97261
2815,Vermont,Washington,44.26006,-72.57539
2816,Vermont,Windham,42.85092,-72.55787
2817,Vermont,Windsor,43.64896,-72.31926
2818,Virginia,Accomack,37.64318,-75.76106
2819,Virginia,Albemarle,38.13847,-78.45279
2820,Virginia,Alleghany,37.7876,-80.00699
2821,Virginia,Amelia,37.33603,-77.97614
2822,Virginia,Amherst,37.60477,-79.14511
2823,Virginia,Appomattox,37.37229,-78.81212
2824,Virginia,Arlington,38.88101,-77.10428
2825,Virginia,Augusta,38.16452,-79.13383
2826,Virginia,Bath,38.05869,-79.74109
2827,Virginia,Bedford,37.31494,-79.52422
2828,Virginia,Bland,37.13397,-81.13028
2829,Virginia,Botetourt,37.55712,-79.81233
2830,Virginia,Brunswick,36.76478,-77.85902
2831,Virginia,Buchanan,37.26663,-82.03603
2832,Virginia,Buckingham,37.57224,-78.52871
2833,Virginia,Campbell,37.20564,-79.09635
2834,Virginia,Caroline,38.02682,-77.34696
2835,Virginia,Carroll,36.73154,-80.7339
2836,Virginia,Charles City,37.35435,-77.05913
2837,Virginia,Charlotte,37.01161,-78.66164
2838,Virginia,Chesterfield,37.35682,-77.44165
2839,Virginia,Clarke,39.11226,-77.99673
2840,Virginia,Craig,37.48125,-80.21234
2841,Virginia,Culpeper,38.48606,-77.95589
2842,Virginia,Cumberland,37.5121,-78.24496
2843,Virginia,Dickenson,37.12574,-82.35035
2844,Virginia,Dinwiddie,37.0759,-77.63236
2845,Virginia,Essex,37.93906,-76.9409
2846,Virginia,Fairfax,38.96872,-77.3411
2847,Virginia,Fauquier,38.71345,-77.79527
2848,Virginia,Floyd,36.93149,-80.36255
2849,Virginia,Fluvanna,37.84187,-78.27745
2850,Virginia,Franklin,36.99194,-79.88104
2851,Virginia,Frederick,39.14316,-78.14698
2852,Virginia,Giles,37.31403,-80.70374
2853,Virginia,Gloucester,37.40121,-76.52297
2854,Virginia,Goochland,37.72198,-77.91636
2855,Virginia,Grayson,36.65659,-81.22505
2856,Virginia,Greene,38.2976,-78.46688
2857,Virginia,Greensville,36.67585,-77.55958
2858,Virginia,Halifax,36.76695,-78.93662
2859,Virginia,Hanover,37.60876,-77.37331
2860,Virginia,Henrico,37.46376,-77.39804
2861,Virginia,Henry,36.6847,-79.98152
2862,Virginia,Highland,38.36233,-79.56854
2863,Virginia,Isle of Wight,36.69848,-76.90302
2864,Virginia,James City,37.2082,-76.77413
2865,Virginia,King and Queen,37.71862,-76.89527
2866,Virginia,King George,38.27374,-77.15651
2867,Virginia,King William,37.53153,-76.79635
2868,Virginia,Lancaster,37.70171,-76.42023
2869,Virginia,Lee,38.34982,-81.63262
2870,Virginia,Loudoun,39.00622,-77.4286
2871,Virginia,Louisa,37.97821,-77.96298
2872,Virginia,Lunenburg,36.94621,-78.24057
2873,Virginia,Madison,38.41369,-78.27924
2874,Virginia,Mathews,37.41731,-76.27129
2875,Virginia,Mecklenburg,36.68036,-78.36273
2876,Virginia,Middlesex,37.59737,-76.57814
2877,Virginia,Montgomery,37.22957,-80.41394
2878,Virginia,Nelson,37.78741,-78.88676
2879,Virginia,New Kent,37.50514,-76.99713
2880,Virginia,Northampton,37.30078,-75.92854
2881,Virginia,Northumberland,37.88244,-76.47171
2882,Virginia,Nottoway,37.14306,-78.05126
2883,Virginia,Orange,-28.10391,26.86593
2884,Virginia,Page,38.61998,-78.48413
2885,Virginia,Patrick,36.67833,-80.28435
2886,Virginia,Pittsylvania,36.82133,-79.39711
2887,Virginia,Powhatan,37.5502,-77.91519
2888,Virginia,Prince Edward,37.2243,-78.44108
2889,Virginia,Prince George,37.18653,-77.22413
2890,Virginia,Prince William,38.65817,-77.2497
2891,Virginia,Pulaski,37.06361,-80.71434
2892,Virginia,Rappahannock,38.68471,-78.15925
2893,Virginia,Richmond,37.55376,-77.46026
2894,Virginia,Roanoke,37.27097,-79.94143
2895,Virginia,Rockbridge,37.81461,-79.44758
2896,Virginia,Rockingham,38.51213,-78.87576
2897,Virginia,Russell,36.93376,-82.09564
2898,Virginia,Scott,36.71422,-82.60298
2899,Virginia,Shenandoah,38.98872,-78.35862
2900,Virginia,Smyth,36.84388,-81.53702
2901,Virginia,Southampton,36.7204,-77.10609
2902,Virginia,Spotsylvania,38.18502,-77.65597
2903,Virginia,Stafford,38.4207,-77.45743
2904,Virginia,Surry,37.11691,-76.88831
2905,Virginia,Sussex,36.92175,-77.26179
2906,Virginia,Tazewell,37.12497,-81.56066
2907,Virginia,Warren,38.90878,-78.20746
2908,Virginia,Washington,38.94877,-77.4491
2909,Virginia,Westmoreland,38.11282,-76.79991
2910,Virginia,Wise,36.9862,-82.52946
2911,Virginia,Wythe,36.91713,-81.07859
2912,Virginia,York,37.23876,-76.50967
2913,Virginia,Alexandria City,38.80484,-77.04692
2914,Virginia,Bedford City,37.33431,-79.52309
2915,Virginia,Bristol City,36.59649,-82.18847
2916,Virginia,Buena Vista City,37.7343,-79.35392
2917,Virginia,Charlottesville City,38.02931,-78.47668
2918,Virginia,Chesapeake City,36.81904,-76.27494
2919,Virginia,Colonial Heights City,37.24404,-77.41026
2920,Virginia,Covington City,37.79346,-79.99395
2921,Virginia,Danville City,36.58597,-79.39502
2922,Virginia,Emporia City,36.68598,-77.54248
2923,Virginia,Fairfax City,38.84622,-77.30637
2924,Virginia,Falls Church City,38.88233,-77.17109
2925,Virginia,Franklin City,47.52326,-92.53657
2926,Virginia,Fredericksburg City,38.30318,-77.46054
2927,Virginia,Galax City,36.66124,-80.92397
2928,Virginia,Hampton City,37.02987,-76.34522
2929,Virginia,Harrisonburg City,38.44957,-78.86892
2930,Virginia,Hopewell City,37.30432,-77.2872
2931,Virginia,Lexington City,37.77309,-79.45244
2932,Virginia,Lynchburg City,37.41375,-79.14225
2933,Virginia,Manassas City,38.75095,-77.47527
2934,Virginia,Manassas Park City,38.784,-77.46971
2935,Virginia,Martinsville City,36.69153,-79.87254
2936,Virginia,Newport News City,37.08339,-76.46965
2937,Virginia,Norfolk City,36.84681,-76.28522
2938,Virginia,Norton City,36.93343,-82.62905
2939,Virginia,Petersburg City,37.22793,-77.40193
2940,Virginia,Poquoson City,37.12237,-76.34578
2941,Virginia,Portsmouth City,36.83543,-76.29827
2942,Virginia,Radford City,37.13179,-80.57645
2943,Virginia,Richmond City,37.55376,-77.46026
2944,Virginia,Roanoke City,37.27097,-79.94143
2945,Virginia,Salem City,37.29347,-80.05476
2946,Virginia,Staunton City,38.14991,-79.0732
2947,Virginia,Suffolk City,36.72836,-76.58496
2948,Virginia,Virginia Beach City,36.85293,-75.97799
2949,Virginia,Waynesboro City,38.06847,-78.88947
2950,Virginia,Williamsburg City,37.2707,-76.70746
2951,Virginia,Winchester City,39.18566,-78.16333
2952,Washington,Adams,46.98338,-118.5605
2953,Washington,Asotin,46.19186,-117.20307
2954,Washington,Benton,46.21125,-119.13723
2955,Washington,Chelan,47.42346,-120.31035
2956,Washington,Clallam,48.07963,-123.10234
2957,Washington,Clark,45.63873,-122.66149
2958,Washington,Columbia,38.89511,-77.03637
2959,Washington,Cowlitz,46.118,-122.89839
2960,Washington,Douglas,47.41568,-120.29313
2961,Washington,Ferry,48.47007,-118.51649
2962,Washington,Franklin,46.23958,-119.10057
2963,Washington,Garfield,46.43156,-117.54519
2964,Washington,Grant,47.13014,-119.27808
2965,Washington,Grays Harbor,46.97537,-123.81572
2966,Washington,Island,48.29316,-122.64322
2967,Washington,Jefferson,47.77655,-123.57431
2968,Washington,King,47.30732,-122.22845
2969,Washington,Kitsap,47.56732,-122.63264
2970,Washington,Kittitas,47.03374,-120.53146
2971,Washington,Klickitat,45.87378,-120.78926
2972,Washington,Lewis,46.47733,-122.80706
2973,Washington,Lincoln,35.94953,-94.42355
2974,Washington,Mason,47.23343,-123.14737
2975,Washington,Okanogan,48.54885,-119.74079
2976,Washington,Pacific,47.03787,-122.9007
2977,Washington,Pend Oreille,48.5323,-117.27397
2978,Washington,Pierce,47.17176,-122.51846
2979,Washington,San Juan,48.53116,-123.0249
2980,Washington,Skagit,48.5126,-122.61267
2981,Washington,Skamania,46.02276,-121.9151
2982,Washington,Snohomish,47.97898,-122.20208
2983,Washington,Spokane,47.65966,-117.42908
2984,Washington,Stevens,48.39906,-117.85514
2985,Washington,Thurston,47.03787,-122.9007
2986,Washington,Wahkiakum,46.29125,-123.43316
2987,Washington,Walla Walla,46.06458,-118.34302
2988,Washington,Whatcom,48.75955,-122.48822
2989,Washington,Whitman,46.73127,-117.17962
2990,Washington,Yakima,46.60207,-120.5059
2991,West Virginia,Barbour,39.13293,-80.00303
2992,West Virginia,Berkeley,39.45621,-77.96389
2993,West Virginia,Boone,38.023,-81.71121
2994,West Virginia,Braxton,38.69987,-80.71929
2995,West Virginia,Brooke,40.27381,-80.57642
2996,West Virginia,Cabell,38.41925,-82.44515
2997,West Virginia,Calhoun,38.8445,-81.11757
2998,West Virginia,Clay,38.46253,-81.07509
2999,West Virginia,Doddridge,39.26917,-80.70697
3000,West Virginia,Fayette,38.02878,-81.08119
3001,West Virginia,Gilmer,38.92406,-80.85708
3002,West Virginia,Grant,39.10513,-79.19557
3003,West Virginia,Greenbrier,37.85818,-80.39924
3004,West Virginia,Hampshire,39.31707,-78.61417
